FoodID,FoodTypeID,HealthScoreID,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
2297,4,2,78.0,2.86,0.1,17.2,3.3,2.27,250.0
2298,4,2,78.0,2.86,0.1,17.2,3.3,2.27,14.0
2299,4,2,218.0,3.44,8.2,34.0,3.2,2.27,45.0
2300,4,2,223.6,3.44,8.2,34.0,3.2,2.27,281.0
2301,4,1,71.6,1.81,0.264,16.0,13.2,0.645,2.24
2302,4,2,219.0,2.65,11.6,28.5,3.2,0.27,15.0
2303,4,2,178.0,2.46,8.79,24.1,3.8,2.27,101.0
2304,4,1,264.9,3.0,12.5,35.1,3.2,1.49,342.0
2305,4,2,242.0,3.24,10.3,34.0,3.6,1.16,77.0
2306,4,1,361.8,8.34,0.41,81.2,6.6,3.36,77.0
2307,4,4,364.3,10.9,1.1,77.7,6.6,3.37,82.0
2308,4,1,379.7,8.22,0.54,85.5,7.1,3.47,67.0
2309,4,1,132.0,4.39,0.1,29.6,5.5,2.27,16.0
2310,4,1,136.9,4.39,0.1,29.6,5.5,2.27,252.0
2311,4,1,73.4,2.06,0.248,16.3,12.9,0.664,2.86
2312,4,1,81.0,2.27,0.36,17.8,13.8,0.526,2.74
2313,2,2,199.0,13.8,15.5,0.0,0.0,0.78,51.0
2314,2,2,243.0,14.7,20.0,0.0,0.0,0.78,40.0
2315,2,2,129.4,1.64,0.32,30.0,7.2,4.74,4.0
2316,2,2,156.0,2.62,0.36,35.7,8.0,0.82,5.0
2317,1,1,41.0,0.73,0.51,9.57,3.6,4.88,5.0
2318,2,1,42.0,0.12,0.11,10.2,5.3,1.02,4.0
2319,7,1,396.0,50.0,12.0,22.0,2.0,4.0,250.0
2320,7,4,410.7,45.7,17.1,18.5,7.1,5.71,329.0
2321,1,2,105.0,0.87,0.2,27.8,3.8,4.88,3.0
2322,2,2,365.0,10.1,3.0,74.4,10.1,0.7,3330.0
2323,4,2,104.0,1.09,0.13,26.4,8.3,2.27,208.0
2324,2,2,123.0,22.6,2.99,0.0,0.0,0.78,55.0
2325,2,2,227.0,25.1,14.1,0.0,0.0,0.0,52.0
2326,2,2,192.0,19.6,12.0,0.0,0.0,0.78,53.0
2327,2,2,134.0,21.8,4.53,0.0,0.0,0.78,51.0
2328,3,3,367.8,14.1,6.07,64.2,7.0,3.52,5.0
2329,1,2,296.0,2.52,0.54,78.5,6.8,4.88,28.0
2330,1,1,56.0,1.15,0.81,12.6,4.3,6.54,4.0
2331,1,1,59.1,1.1,0.97,11.5,4.3,6.56,4.0
2332,1,1,52.0,1.2,0.65,11.9,6.5,4.42,1.0
2333,2,1,62.0,1.12,0.28,13.8,7.5,5.54,4.0
2334,2,2,79.4,5.34,0.45,13.5,4.7,0.61,350.0
2335,2,2,90.0,4.98,2.01,13.6,3.7,0.54,370.0
2336,2,2,92.4,4.98,2.01,13.6,3.7,0.54,138.0
2337,2,2,83.0,5.28,0.87,13.5,4.7,0.59,430.0
2338,5,2,295.0,12.9,16.4,24.0,0.9,11.6,435.0
2339,5,2,252.4,11.9,13.6,20.6,1.0,8.18,252.0
2340,5,2,249.4,10.1,12.6,23.9,1.0,11.5,246.0
2341,2,2,156.8,12.6,9.79,4.57,1.4,2.27,381.0
2342,2,2,288.8,3.49,14.0,37.2,3.9,0.28,357.0
2343,2,2,195.0,29.8,8.48,0.0,3.7,0.55,339.0
2344,2,2,185.1,10.8,10.7,11.4,1.5,3.15,466.0
2345,3,2,150.8,4.64,3.85,24.4,3.4,0.86,420.0
2346,2,2,102.7,5.1,2.57,14.8,4.9,0.89,311.0
2347,2,2,229.0,5.59,9.01,31.5,5.8,1.3,305.0
2347,2,2,229.0,5.59,9.01,30.7,5.8,1.3,305.0
2348,5,2,232.0,11.5,10.4,23.0,2.6,1.45,426.0
2349,2,2,185.6,3.48,7.21,26.7,3.2,7.42,277.0
2350,2,2,155.8,6.91,6.77,16.8,8.0,0.78,376.0
2351,3,3,316.0,13.4,20.8,49.7,21.0,0.9,5.0
2352,3,2,391.5,7.1,4.3,81.1,4.2,0.88,71.0
2353,3,2,363.0,7.23,2.78,76.5,4.6,0.66,8.0
2354,3,2,361.0,7.57,3.44,77.2,4.18,3.52,0.0
2355,3,2,368.0,7.25,3.31,76.7,3.02,3.52,0.0
2356,3,2,363.8,7.54,3.2,76.2,3.6,0.66,5.0
2357,3,2,362.0,7.5,2.68,76.2,3.4,3.52,4.0
2358,3,2,370.0,7.6,2.75,78.7,3.5,0.5,6.0
2359,3,2,360.0,8.56,3.44,76.2,4.2,3.52,0.438
2360,2,2,236.0,9.5,4.6,40.2,4.1,6.67,413.0
2361,2,2,309.8,10.9,6.47,52.0,2.0,5.55,467.0
2362,2,2,286.0,10.3,3.4,53.1,4.9,1.17,650.0
2363,3,2,328.8,11.8,11.6,44.3,11.2,4.2,507.0
2364,2,3,268.5,11.7,3.61,47.3,4.2,6.9,463.0
2365,2,3,269.0,12.4,4.38,44.9,6.1,5.92,477.0
2366,2,2,263.0,9.6,6.0,44.6,3.8,6.25,458.0
2367,2,3,276.0,10.8,2.8,51.9,5.4,0.4,492.0
2368,2,1,162.3,1.6,0.34,38.2,24.1,2.58,4.0
2369,2,1,131.0,3.31,5.86,20.7,14.1,0.78,26.0
2370,1,1,111.0,2.3,2.0,23.9,6.2,14.1,4.0
2371,2,2,111.5,25.9,0.88,0.0,0.0,0.0,50.0
2372,3,3,358.0,15.9,2.22,68.6,23.8,2.31,2.0
2373,3,2,358.0,9.82,1.33,76.7,8.0,0.93,2.0
2374,3,3,349.0,10.9,1.52,75.4,11.8,1.1,2.0
2375,3,3,338.0,10.3,1.63,75.9,15.1,0.98,2.0
2376,3,2,212.0,12.7,11.7,14.0,0.0,3.52,173.0
2377,2,2,189.0,12.0,10.4,11.8,0.0,0.78,167.0
2378,2,2,345.0,60.6,11.4,0.0,0.0,0.0,51.0
2379,2,2,158.0,26.3,5.87,0.0,0.0,0.0,386.0
2380,2,2,153.0,20.6,7.17,0.0,0.0,0.0,433.0
2381,4,2,82.0,3.3,0.2,18.6,3.3,2.27,20.0
2382,4,2,68.0,2.73,0.17,15.4,3.1,2.9,252.0
2383,4,2,74.0,2.73,0.17,15.4,3.1,2.9,16.0
2384,1,1,83.0,0.44,1.1,20.0,5.3,4.88,12.0
2385,5,2,183.0,21.4,4.46,14.2,0.0,0.81,446.0
2386,2,2,78.5,16.4,0.419,2.28,3.7,0.78,252.0
2387,2,2,66.4,13.5,0.493,1.97,3.7,0.78,313.0
2388,3,2,240.0,3.81,4.47,46.1,5.1,3.34,441.0
2389,5,2,245.5,17.6,13.9,12.5,2.3,0.55,467.0
2390,7,2,243.0,13.9,8.81,27.1,2.7,4.77,400.0
2391,2,3,248.0,13.6,9.33,27.4,4.1,3.83,450.0
2392,7,2,254.0,14.6,9.27,28.1,2.9,5.02,421.0
2393,7,3,247.2,12.7,7.91,31.3,4.0,7.12,421.0
2394,2,3,259.0,14.4,9.82,28.3,4.3,4.03,474.0
2395,2,3,253.6,12.8,8.62,31.2,4.3,7.62,495.0
2396,2,3,257.0,13.3,9.07,30.6,4.0,3.72,433.0
2397,2,3,249.7,12.6,7.83,32.2,3.9,7.53,457.0
2398,7,3,233.0,12.1,7.51,29.3,3.8,6.76,400.0
2399,7,3,237.3,12.1,8.19,28.8,4.1,7.24,470.0
2400,2,2,209.0,14.9,16.6,0.139,3.7,0.78,109.0
2401,2,2,55.6,13.0,0.4,0.0,3.7,0.78,130.0
2402,2,2,102.0,17.0,3.3,1.0,3.7,0.78,115.0
2403,2,2,93.3,18.1,1.7,1.4,3.7,0.78,231.0
2404,2,2,137.0,22.9,5.0,0.0,3.7,0.78,88.0
2405,2,2,120.1,25.8,1.88,0.0,3.7,0.78,62.0
2406,2,2,242.0,22.1,14.6,5.55,3.7,0.78,80.0
2407,2,2,351.0,82.6,2.3,0.0,0.0,0.0,130.0
2408,2,2,367.1,35.3,25.1,0.0,0.0,0.0,120.0
2409,2,2,186.0,23.6,10.2,0.0,0.0,0.0,57.0
2410,2,2,270.0,62.4,2.31,0.0,3.7,0.0,130.0
2411,2,2,110.4,26.7,0.4,0.0,3.7,0.78,130.0
2412,2,2,115.7,18.6,3.3,2.9,3.7,0.78,130.0
2413,2,2,142.0,28.4,3.2,0.0,3.7,0.78,110.0
2414,2,2,335.0,10.8,7.3,56.6,10.8,8.67,4620.0
2415,4,2,306.0,6.21,0.3,80.9,7.7,2.97,102.0
2416,4,1,258.5,15.3,1.39,46.2,36.7,2.27,4330.0
2417,4,1,1210.0,57.5,7.72,23.9,3.6,3.1,1050.0
2418,1,2,168.0,5.3,2.3,32.0,4.8,4.88,23.0
2419,1,2,191.0,7.4,5.59,29.2,5.2,4.88,25.0
2420,1,2,207.0,6.2,2.7,40.1,6.0,4.88,28.0
2421,3,1,367.0,8.62,1.68,79.4,14.9,3.52,53.0
2422,2,3,486.0,16.5,30.7,42.1,34.4,0.78,16.0
2423,2,2,332.0,49.8,1.41,36.1,3.7,0.78,35.0
2424,2,2,359.0,41.0,6.2,40.5,3.0,0.78,35.0
2425,2,2,506.0,32.6,36.3,21.9,5.5,0.78,25.0
2426,2,2,367.0,49.1,4.77,38.4,3.7,0.78,37.0
2427,2,3,568.6,18.3,42.2,28.9,27.3,1.55,30.0
2428,2,3,553.0,31.6,48.8,8.67,4.0,1.5,5.0
2429,2,2,332.0,15.4,1.97,64.5,3.7,0.78,5.0
2430,2,2,604.6,30.2,49.0,10.7,6.0,1.4,7.0
2431,2,2,574.0,29.8,49.0,14.7,6.5,1.29,256.0
2432,2,2,574.0,29.8,49.0,14.7,6.5,1.29,18.0
2433,2,2,446.0,18.6,19.4,53.8,18.4,0.78,2540.0
2434,2,3,446.0,18.6,19.4,53.8,18.4,0.78,18.0
2435,2,3,515.0,29.9,40.0,18.7,5.08,0.78,0.0
2436,2,2,517.0,16.2,38.4,34.3,3.7,0.78,3.0
2437,2,2,342.0,35.6,2.39,48.7,3.7,0.78,3.0
2438,2,2,626.5,18.1,50.9,24.0,5.5,0.78,12.0
2439,2,2,570.0,17.8,48.0,26.2,9.3,0.78,74.0
2440,2,2,595.0,17.0,53.8,21.2,9.3,0.49,115.0
2441,2,2,607.0,18.0,56.4,17.9,9.3,0.78,1.0
2442,2,2,592.0,17.4,53.0,21.5,4.7,0.78,35.0
2443,2,2,333.0,50.1,1.75,35.5,3.7,0.78,39.0
2444,2,2,382.0,40.3,11.9,35.1,3.7,0.78,41.0
2445,2,2,631.0,20.4,61.2,11.7,11.6,0.48,47.0
2446,2,2,567.0,17.0,48.0,26.0,16.9,0.48,39.0
2447,2,2,573.0,17.7,49.7,23.4,11.8,0.3,11.0
2448,2,2,565.0,17.0,48.0,25.7,14.0,0.78,11.0
2449,2,1,318.0,12.1,4.6,58.3,3.7,0.78,92.0
2450,2,3,617.0,17.3,55.2,23.3,5.7,10.5,331.0
2451,2,3,617.0,17.3,55.2,23.3,5.7,10.5,3.0
2452,2,3,326.0,48.1,1.61,35.8,5.2,0.78,3.0
2453,2,3,584.0,20.8,51.5,20.0,8.6,2.62,9.0
2454,2,2,621.8,19.3,49.8,24.1,11.1,2.73,3.0
2455,2,2,592.0,20.1,51.3,22.9,10.6,3.11,303.0
2456,2,2,592.0,20.1,51.3,22.9,10.6,3.11,3.0
2457,2,2,619.0,17.2,56.8,20.6,11.5,0.78,3.0
2458,2,3,571.0,18.9,48.4,24.5,7.22,0.78,0.0
2459,3,3,360.0,12.7,1.05,72.8,3.9,3.52,1.0
2460,3,3,360.0,12.7,1.05,72.8,3.9,3.52,1.0
2461,2,2,648.0,19.7,62.4,14.2,8.37,0.78,63.6
2462,4,1,376.5,12.3,0.5,80.7,15.7,38.2,59.0
2463,4,2,78.1,2.5,0.1,16.8,3.2,7.87,12.0
2464,2,2,51.0,2.0,1.06,9.7,3.1,4.2,148.0
2465,2,2,385.9,56.2,17.9,0.0,0.0,0.0,420.0
2466,8,1,415.0,28.0,12.0,48.7,3.1,34.9,253.0
2467,8,2,382.5,13.2,10.5,58.8,7.9,26.3,447.0
2468,8,2,451.0,12.3,15.1,66.4,4.1,6.02,233.0
2469,3,2,384.0,8.2,2.8,81.5,4.2,0.6,326.0
2470,8,1,346.0,14.7,5.88,65.4,7.4,31.6,195.0
2471,8,2,556.6,6.6,33.4,57.4,4.4,1.41,15.0
2472,3,1,458.0,7.0,20.4,64.6,3.6,3.52,234.0
2473,8,2,491.0,7.95,21.1,67.3,8.8,7.2,423.0
2474,8,2,496.0,8.68,22.2,65.5,7.8,8.82,467.0
2475,1,1,373.0,0.1,3.5,85.2,3.5,4.88,317.0
2476,8,2,390.0,16.7,7.69,63.4,7.7,42.3,321.0
2477,8,1,393.1,17.9,9.23,59.6,5.9,27.3,486.0
2478,8,2,428.9,18.6,15.7,53.3,11.4,17.1,293.0
2479,8,2,446.0,15.0,15.0,62.8,10.0,20.0,400.0
2480,8,2,471.0,10.1,19.8,64.4,5.3,28.6,294.0
2481,8,3,426.0,10.5,15.8,64.4,4.3,4.65,409.0
2482,8,2,410.6,8.0,7.4,78.0,6.2,4.65,291.0
2483,3,3,506.0,17.3,25.6,51.6,13.2,3.0,413.0
2484,8,2,432.0,14.1,14.1,62.2,3.8,14.1,300.0
2485,8,2,457.0,11.8,15.2,68.3,3.8,4.76,854.0
2486,8,3,403.7,12.9,4.54,77.8,14.5,0.87,8.0
2487,8,3,382.0,12.0,4.2,77.9,15.1,4.65,4.0
2488,8,2,401.7,10.7,6.1,76.0,13.6,0.65,571.0
2489,8,2,424.0,12.6,9.5,72.0,14.2,0.92,629.0
2490,8,1,253.0,5.06,0.93,56.0,7.3,0.59,429.0
2491,8,3,393.0,11.1,2.6,81.3,7.7,4.65,203.0
2492,3,2,380.0,9.0,3.5,80.1,3.8,3.52,116.0
2493,3,2,387.0,8.2,2.8,81.5,4.2,0.88,26.0
2494,3,2,386.0,8.1,3.8,79.9,4.0,3.52,110.0
2495,3,2,392.0,7.6,3.8,81.5,5.4,3.52,227.0
2496,3,2,387.0,8.2,2.8,81.5,4.2,0.89,166.0
2497,8,2,385.0,26.5,7.35,53.2,3.5,1.8,842.0
2498,1,1,342.0,0.6,1.0,82.7,7.7,4.88,111.0
2499,8,2,532.0,2.94,32.4,56.8,8.8,8.82,35.0
2500,8,2,465.2,8.7,15.2,73.4,5.7,0.53,400.0
2501,8,3,416.0,11.0,5.7,80.1,5.3,0.85,15.0
2502,8,2,485.9,7.1,20.7,67.8,5.4,0.78,328.0
2503,8,2,503.0,7.79,23.4,65.3,5.3,1.0,15.0
2504,4,1,517.0,4.13,29.8,58.0,10.9,9.75,246.0
2505,4,2,472.6,5.32,23.3,60.4,4.7,4.04,412.0
2506,2,2,89.5,20.7,0.569,0.441,3.7,0.78,93.1
2507,3,3,365.0,11.2,9.26,68.7,35.0,3.52,2.92
2508,3,3,350.0,10.2,3.24,73.5,3.3,3.52,0.0
2509,3,2,370.2,8.43,3.34,76.6,6.6,1.94,3.0
2510,3,3,329.0,10.6,3.46,72.1,6.7,2.53,2.0
2511,3,3,338.0,10.2,3.26,74.9,3.92,3.52,0.0
2512,3,3,341.0,10.1,4.22,73.6,8.27,3.52,0.329
2513,2,2,81.0,4.19,1.03,13.7,4.0,3.17,187.0
2514,2,2,97.1,5.19,3.5,11.2,4.6,0.78,400.0
2515,2,2,46.0,2.42,0.66,7.71,3.4,1.24,487.0
2516,5,2,377.0,15.4,6.51,62.3,3.2,1.9,3160.0
2517,1,1,66.0,1.0,0.3,16.8,3.3,13.5,14.0
2518,2,2,352.6,51.5,1.22,33.9,17.5,16.4,20.0
2519,2,3,464.2,37.8,20.6,31.9,9.6,7.5,13.0
2520,2,3,439.0,38.1,21.9,30.4,9.7,7.61,12.0
2521,2,3,372.0,49.8,8.9,30.6,16.0,9.33,9.0
2522,2,2,361.9,49.2,2.39,35.9,3.7,0.78,3.0
2523,2,2,328.0,63.6,0.46,25.4,5.5,20.0,3.0
2524,2,2,368.3,88.3,0.53,2.59,0.0,0.0,50.0
2525,7,2,150.5,12.5,8.1,6.9,0.0,1.6,20.0
2526,4,4,151.2,12.4,6.4,11.0,4.2,2.27,250.0
2527,4,4,141.0,12.4,6.4,11.0,4.2,2.27,14.0
2528,4,4,157.2,13.0,6.8,11.0,4.2,2.27,15.0
2529,2,3,187.0,18.2,8.97,8.36,6.0,3.0,1.0
2530,2,3,172.0,18.2,8.97,8.36,6.0,2.36,237.0
2531,2,3,483.6,43.3,21.6,29.0,8.1,0.78,2.0
2532,2,3,445.9,36.5,19.9,30.2,9.3,7.33,2.0
2533,2,3,503.8,38.6,25.4,30.2,17.7,0.78,4.0
2534,2,3,469.0,38.6,25.4,30.2,17.7,4.2,163.0
2535,4,1,125.0,13.1,7.1,9.4,0.8,2.27,14.0
2536,4,1,125.0,13.1,7.1,9.4,0.8,2.27,250.0
2537,4,1,122.0,13.1,6.7,9.57,1.1,2.27,14.0
2538,3,2,374.0,21.8,2.23,65.6,2.4,3.52,8.0
2539,3,3,372.0,13.4,1.57,74.8,10.6,2.72,36.0
2540,3,2,363.0,10.6,1.62,76.4,3.1,3.83,1080.0
2541,2,3,285.0,19.9,6.03,52.0,29.8,0.78,344.0
2542,2,1,184.0,3.29,0.73,8.41,6.8,0.78,30.0
2543,3,2,127.0,5.5,0.85,26.4,3.9,3.52,5.0
2544,3,3,361.1,14.6,2.43,70.2,10.7,6.82,8.0
2545,2,1,1100.0,6.09,8.69,72.1,21.6,0.78,77.0
2546,2,4,1410.0,17.6,15.9,50.0,14.6,0.78,16.0
2547,2,3,976.0,23.0,4.07,47.8,37.7,1.71,76.0
2548,2,1,313.0,7.61,8.36,75.0,26.3,0.78,23.0
2549,2,4,1390.0,19.8,14.6,49.9,38.0,0.64,17.0
2550,2,4,1300.0,10.8,6.7,68.5,28.0,0.78,18.0
2551,2,4,465.7,18.1,25.3,41.4,11.8,0.67,160.0
2552,2,4,990.0,23.2,3.9,49.1,11.3,0.78,83.0
2553,2,2,1180.0,13.5,14.3,49.7,34.8,7.19,2870.0
2554,2,2,247.0,3.99,1.24,80.6,53.1,2.17,10.0
2555,2,2,1140.0,5.97,13.0,65.5,33.9,2.38,277.0
2556,2,4,1170.0,21.9,4.78,52.1,10.4,7.27,211.0
2557,2,4,1240.0,12.4,17.8,55.0,41.9,0.78,35.0
2558,2,3,1570.0,17.8,22.3,44.2,10.5,2.25,168.0
2559,2,3,1360.0,14.3,14.0,55.8,53.2,2.76,52.0
2560,2,4,1280.0,16.0,14.5,55.2,21.1,0.78,20.0
2561,2,4,253.0,20.0,4.36,55.8,13.6,0.78,208.0
2562,2,4,406.5,15.8,14.9,52.3,39.8,0.78,88.0
2563,2,3,323.0,23.0,6.41,58.4,24.6,0.78,67.0
2564,2,3,331.0,16.6,0.73,72.7,9.0,2.43,60.0
2565,2,2,335.0,8.98,4.24,71.6,14.1,3.39,27.0
2566,2,4,1140.0,12.7,7.04,60.6,40.3,4.09,77.0
2567,2,3,508.0,26.1,36.2,28.1,12.2,6.79,13.0
2568,2,4,367.4,10.4,1.04,79.1,15.2,6.63,73.0
2569,2,2,1110.0,9.0,4.28,68.9,42.5,4.09,25.0
2570,2,3,1180.0,14.1,12.9,54.0,34.9,10.3,68.0
2571,2,4,292.0,26.6,5.48,50.6,26.7,7.27,452.0
2572,2,3,1050.0,10.4,3.26,64.0,25.3,0.64,20.0
2573,2,4,1330.0,12.0,17.3,56.6,27.2,10.3,30.0
2574,2,4,335.1,10.4,2.12,68.6,26.2,0.78,5.0
2575,2,3,525.0,18.0,41.6,28.1,19.5,2.99,26.0
2576,2,1,1280.0,9.59,7.53,65.6,11.3,1.8,27.0
2577,2,4,310.0,11.4,5.85,65.4,3.9,0.78,148.0
2578,2,1,1320.0,10.6,12.8,60.7,40.3,1.71,11.0
2579,2,1,272.0,6.73,5.91,68.7,45.7,0.78,24.0
2580,2,4,295.0,22.8,7.24,50.2,7.4,0.78,62.0
2581,2,1,1160.0,9.11,7.43,63.9,37.0,1.71,55.0
2582,2,2,336.4,9.68,3.25,67.1,22.7,3.21,27.0
2583,4,2,34.0,4.01,0.87,4.8,3.7,0.51,322.0
2584,4,2,143.0,4.01,0.87,4.8,3.7,0.51,97.0
2585,2,2,134.0,21.8,4.52,0.0,0.0,0.78,55.0
2586,2,2,142.0,17.5,7.5,0.0,0.0,0.78,51.0
2587,4,1,64.1,1.12,0.14,14.6,4.4,2.27,240.0
2588,4,1,56.0,1.12,0.14,14.6,4.4,2.27,4.0
2589,4,1,40.0,0.9,0.09,10.5,3.2,1.97,240.0
2590,4,1,46.4,0.9,0.09,10.5,3.2,1.97,4.0
2591,4,2,58.7,2.48,0.62,10.8,4.9,4.9,244.0
2592,4,2,50.0,2.48,0.62,10.8,4.9,4.9,8.0
2593,4,1,167.0,2.0,0.5,8.7,3.9,3.95,7.0
2594,2,2,111.0,19.3,3.8,0.0,3.7,0.78,130.0
2595,2,2,158.7,21.1,8.26,0.0,0.0,0.0,118.0
2596,2,2,41.8,2.71,0.11,7.49,6.9,0.25,4.0
2597,3,2,204.9,10.1,6.41,26.7,1.6,3.61,354.0
2598,5,2,157.0,10.8,3.15,21.4,1.2,2.99,268.0
2599,5,2,155.0,12.2,2.73,20.3,0.7,3.0,329.0
2600,7,2,183.0,12.3,5.34,21.5,1.2,3.41,444.0
2601,3,2,146.0,10.7,2.42,20.4,1.4,3.19,348.0
2602,5,2,154.9,10.9,2.37,22.5,1.2,6.06,305.0
2603,3,2,221.0,12.3,12.0,16.0,0.7,1.93,329.0
2604,4,2,115.0,5.07,0.8,24.4,4.5,2.27,17.0
2605,4,2,93.0,4.31,0.89,20.0,4.1,2.21,281.0
2606,4,2,93.0,4.31,0.89,20.0,4.1,2.21,45.0
2607,4,2,93.0,4.31,0.89,19.9,4.0,2.27,45.0
2608,4,1,99.0,5.03,1.02,19.6,3.8,2.27,4.0
2609,1,1,94.0,2.06,0.29,23.6,4.4,4.88,9.0
2610,4,1,42.0,2.49,0.51,8.82,5.3,2.27,6.0
2611,4,1,90.0,2.01,0.15,20.7,3.3,6.48,246.0
2612,4,1,92.2,2.01,0.15,20.7,3.3,6.48,36.0
2613,4,2,208.7,1.7,11.1,25.5,3.4,6.46,214.0
2614,4,2,762.0,2.16,8.92,35.6,5.7,12.9,146.0
2615,4,1,77.4,1.58,0.375,17.3,4.25,6.06,0.0
2616,9,2,152.0,19.2,8.12,0.45,0.0,0.0,56.9
2617,2,2,196.4,31.0,7.83,0.47,3.7,0.46,232.0
2618,2,2,295.8,3.74,14.8,36.9,4.1,0.0,409.0
2619,5,2,183.0,7.03,6.8,23.4,3.7,2.1,451.0
2620,2,2,350.4,4.32,21.5,34.9,3.2,2.17,313.0
2621,2,2,223.0,6.21,12.5,21.4,3.7,1.63,348.0
2622,5,2,229.0,8.86,12.7,19.8,3.9,0.9,397.0
2623,2,2,468.0,7.2,22.6,62.4,7.5,0.78,15.0
2624,2,2,152.6,6.28,6.12,18.1,3.1,0.99,427.0
2625,5,3,168.3,13.2,4.7,18.3,3.3,1.57,298.0
2626,4,1,42.0,4.98,0.74,6.7,3.7,3.01,3.0
2627,4,2,142.0,0.52,0.11,34.6,5.1,0.49,251.0
2628,4,2,141.5,0.52,0.11,34.6,5.1,0.49,15.0
2629,4,2,112.0,1.5,0.2,26.5,4.1,0.4,11.0
2630,3,3,367.0,13.3,2.38,73.1,8.0,1.84,12.0
2631,2,2,192.0,20.3,10.8,7.64,3.7,0.78,9.0
2632,2,2,195.0,19.9,11.4,7.62,3.7,0.78,14.0
2633,2,1,101.0,5.56,1.68,24.4,14.0,0.78,9.0
2634,2,3,477.0,52.5,30.3,10.0,7.2,0.78,6.0
2635,2,2,515.5,52.4,30.3,8.3,1.2,0.78,6.0
2636,2,3,292.4,18.8,20.2,8.86,3.9,2.72,16.0
2637,2,3,270.0,18.8,20.2,8.86,3.9,0.78,16.0
2638,2,2,158.3,12.7,9.99,4.39,0.6,0.78,2.0
2639,2,2,158.8,17.3,8.72,2.78,2.3,0.78,14.0
2640,4,1,302.0,12.9,0.44,74.7,16.5,43.9,134.0
2641,4,1,82.0,4.32,0.47,18.9,4.1,12.2,59.0
2642,4,1,88.5,4.23,0.732,20.2,4.7,11.7,61.2
2643,4,1,258.0,14.1,2.97,55.8,12.3,37.6,107.0
2644,4,1,213.0,5.06,14.1,23.3,5.8,2.27,266.0
2645,7,2,307.0,13.5,7.23,47.0,1.9,0.95,406.0
2646,8,2,448.0,11.0,5.7,80.2,5.3,0.67,517.0
2647,8,2,497.0,6.62,22.3,67.4,4.7,1.21,310.0
2648,2,2,218.0,5.7,2.85,44.6,6.3,0.88,45.0
2649,2,2,222.0,5.7,2.5,46.6,5.2,0.78,11.0
2650,2,2,325.0,8.7,7.1,55.6,3.3,0.78,478.0
2651,4,1,45.0,0.29,0.07,10.8,3.7,2.27,241.0
2652,4,1,40.0,0.29,0.07,11.0,3.7,2.27,5.0
2653,3,2,336.0,13.0,2.09,72.1,5.9,3.52,5.0
2654,3,3,338.0,13.2,1.81,73.1,14.6,3.52,2.0
2655,2,2,102.0,24.7,0.388,0.0,3.7,0.78,94.4
2656,2,2,126.0,22.2,3.46,0.0,0.0,0.78,397.0
2657,2,2,157.0,26.5,5.64,0.0,0.0,0.0,237.0
2658,2,2,147.3,20.0,7.42,0.14,0.0,0.06,195.0
2659,2,2,127.0,27.0,2.08,0.0,0.0,0.0,238.0
2660,2,2,100.9,21.5,1.66,0.0,0.0,0.05,206.0
2661,2,2,157.0,18.8,8.54,0.0,0.0,0.78,437.0
2662,2,2,244.0,26.6,14.4,0.16,0.0,0.0,73.0
2663,2,2,189.0,28.7,7.41,0.0,0.0,0.78,63.0
2664,2,2,157.0,21.9,7.02,0.0,0.0,0.78,59.0
2665,2,2,147.4,26.4,4.64,0.0,0.0,0.0,127.0
2666,2,2,167.3,24.9,7.52,0.0,0.0,0.0,140.0
2667,2,2,140.0,16.7,7.44,0.4,0.0,0.0,129.0
2668,2,2,208.0,27.9,9.82,0.0,0.0,0.0,77.0
2669,2,2,144.0,19.5,6.72,0.0,0.0,0.78,74.0
2670,2,2,139.1,30.1,2.08,0.0,0.0,0.0,99.0
2671,2,1,181.6,27.0,8.18,0.0,0.0,0.0,98.0
2672,2,1,128.0,18.3,5.5,0.0,0.0,0.0,131.0
2673,2,2,229.0,27.4,12.4,0.0,0.0,0.0,61.0
2674,2,2,197.0,20.2,12.3,0.0,0.0,0.78,55.0
2675,2,2,206.0,16.9,15.4,0.15,0.0,0.1,157.0
2676,2,2,205.8,25.8,11.4,0.0,0.0,0.0,237.0
2677,2,2,115.0,19.3,4.12,0.15,0.0,0.1,167.0
2678,2,2,126.7,27.0,2.08,0.0,0.0,0.0,238.0
2679,2,2,101.5,21.5,1.66,0.14,0.0,0.05,206.0
2680,2,2,126.7,27.0,2.08,0.0,0.0,0.0,238.0
2681,2,2,199.0,25.6,10.8,0.0,0.0,0.0,206.0
2682,2,2,169.0,17.8,10.8,0.15,0.0,0.1,161.0
2683,2,2,114.7,19.3,4.12,0.1,0.0,0.1,167.0
2684,2,2,160.5,19.8,8.97,0.15,0.0,0.1,113.0
2685,2,2,158.0,26.1,6.0,0.0,0.0,0.0,201.0
2686,2,2,109.0,23.7,1.48,0.14,0.0,0.05,113.0
2687,2,2,139.1,30.1,2.08,0.0,0.0,0.0,99.0
2688,2,2,114.9,19.3,4.12,0.15,0.0,0.1,167.0
2689,2,2,158.0,26.1,6.0,0.0,0.0,0.0,201.0
2690,2,2,172.0,28.3,5.72,0.0,0.0,0.0,66.0
2691,2,2,111.0,18.8,3.37,0.0,0.0,0.0,147.0
2692,2,2,258.0,25.1,17.4,0.0,0.0,0.0,85.0
